id,site,location,latitude,longitude,date_dd_mm_yyyy,time,depth,temperature,total_length,total_weight,stomach_length,stomach_weight,item_no,genus_species,item_total_length,item_weight,notes
099-Pl-01/08/10,PuertoAventuras,Paamul,20.51277778,-87.19194444,01/08/2010,10:18:00,12.9,29,119,8.5,3.1,0.6,0,empty,0,0,Close to Mysidium spp swarm
100-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:33:00,17.3,29,164,38.2,4.9,3.2,1,unid,3.1,0.8,Close to Mysidium spp swarm
101-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:37:00,18.2,29,93,8.2,1.7,0.6,1,unid,1.8,0.2,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,1,Mysidium_spp,0.8,0.1,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,2,Mysidium_spp,0.5,0.1,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,3,Mysidium_spp,0.6,0.1,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,4,Mysidium_spp,0.3,0.1,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,5,Mysidium_spp,0.9,0.1,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,6,Mysidium_spp,0.8,0.1,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,7,Mysidium_spp,0.7,0.1,Close to Mysidium spp swarm
102-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:41:00,19.4,29,92,8.2,2.5,0.3,8,Mysidium_spp,0.4,0.1,Close to Mysidium spp swarm
103-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:45:00,15.2,29,85,6.7,3.5,0.6,0,empty,0,0,Close to Mysidium spp swarm
104-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:49:00,16.3,29,72,5.3,2.4,0.3,1,unid,1.1,1,Close to Mysidium spp swarm
105-Is-01/08/10,PuertoAventuras,Islas,20.49,-87.22805556,01/08/2010,13:53:00,15.9,29,60,1.6,1.1,0.1,0,empty,0,0,Close to Mysidium spp swarm
106-Pd-10/08/10,PuertoAventuras,Pared,20.50166667,-87.21166667,10/08/2010,09:37:00,21,30,116,12.2,4.8,1.3,2,Epinephelus_spp.,3.8,0.6,Close to Mysidium spp swarm
106-Pd-10/08/10,PuertoAventuras,Pared,20.50166667,-87.21166667,10/08/2010,09:37:00,21,30,116,12.2,4.8,1.3,2,Mysidium_spp,0.8,0.1,Close to Mysidium spp swarm
107-Pd-10/08/10,PuertoAventuras,Pared,20.50166667,-87.21166667,10/08/2010,09:57:00,18,30,158,42.4,3.5,2.1,2,Lysmata_sp,3,1.9,Close to Mysidium spp swarm
107-Pd-10/08/10,PuertoAventuras,Pared,20.50166667,-87.21166667,10/08/2010,09:57:00,18,30,158,42.4,3.5,2.1,2,Lysmata_sp,2.4,1.8,Close to Mysidium spp swarm
108-Pd-10/08/10,PuertoAventuras,Pared,20.50166667,-87.21166667,10/08/2010,10:14:00,15.6,30,225,126.7,6.4,6.5,0,empty,0,0,NA
109-Pd-10/08/10,PuertoAventuras,Pared,20.50166667,-87.21166667,10/08/2010,10:25:00,16.5,30,104,7,1.2,0.4,1,Malacoctenus_trinagulatus,2.5,0.1,Close to Chromis cyanea school
